unique_compliance_id,technology,compliance_framework,framework_id,framework_version,requirement_id,requirement_name,requirement_description,section,service,total_checks,automation_type,confidence_score,references,source_file,ibm_checks
iso27001_2022_multi_cloud_A.8.22_0078,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.22,Segregation of Networks,,Segregation,Multiple,377,automated,,,ISO27001_2022_controls_with_checks.csv,ibm_aks_network_policy_enabled; ibm_awslambda_function_inside_vpc; ibm_awslambda_function_vpc_multi_az; ibm_compute_network_dns_logging_enabled; ibm_compute_subnet_flow_logs_enabled; ibm_containerregistry_not_publicly_accessible; ibm_cosmosdb_account_firewall_use_selected_networks; ibm_database_instance_inside_vpc; ibm_logging_log_metric_filter_and_alert_for_vpc_network_changes_enabled; ibm_logging_log_metric_filter_and_alert_for_vpc_network_route_changes_enabled; ibm_monitoring_changes_to_vpcs_alarm_configured; ibm_network_bastion_host_exists; ibm_network_flow_log_captured_sent; ibm_network_flow_log_more_than_90_days; ibm_network_http_internet_access_restricted; ibm_network_public_ip_shodan; ibm_network_rdp_internet_access_restricted; ibm_network_ssh_internet_access_restricted; ibm_network_udp_internet_access_restricted; ibm_network_watcher_enabled; ibm_networkfirewall_in_all_vpc; ibm_redshift_cluster_enhanced_vpc_routing; ibm_sagemaker_models_vpc_settings_configured; ibm_sagemaker_notebook_instance_vpc_settings_configured; ibm_sagemaker_training_jobs_vpc_settings_configured; ibm_vpc_different_regions; ibm_vpc_endpoint_connections_trust_boundaries; ibm_vpc_endpoint_for_vsi_enabled; ibm_vpc_endpoint_multi_az_enabled; ibm_vpc_endpoint_services_allowed_principals_trust_boundaries; ibm_vpc_flow_logs_enabled; ibm_vpc_peering_routing_tables_with_least_privilege; ibm_vpc_subnet_different_az; ibm_vpc_subnet_no_public_ip_by_default; ibm_vpc_subnet_separate_private_public; ibm_vpc_vpn_connection_tunnels_up; ibm_vsi_elastic_ip_shodan; ibm_vsi_elastic_ip_unassigned; ibm_vsi_instance_account_imdsv2_enabled; ibm_vsi_instance_imdsv2_enabled; ibm_vsi_instance_internet_facing_with_instance_profile; ibm_vsi_instance_paravirtual_type; ibm_vsi_instance_port_cassandra_exposed_to_internet; ibm_vsi_instance_port_cifs_exposed_to_internet; ibm_vsi_instance_port_elasticsearch_kibana_exposed_to_internet; ibm_vsi_instance_port_ftp_exposed_to_internet; ibm_vsi_instance_port_kafka_exposed_to_internet; ibm_vsi_instance_port_kerberos_exposed_to_internet; ibm_vsi_instance_port_ldap_exposed_to_internet; ibm_vsi_instance_port_memcached_exposed_to_internet; ibm_vsi_instance_port_mongodb_exposed_to_internet; ibm_vsi_instance_port_mysql_exposed_to_internet; ibm_vsi_instance_port_oracle_exposed_to_internet; ibm_vsi_instance_port_postgresql_exposed_to_internet; ibm_vsi_instance_port_rdp_exposed_to_internet; ibm_vsi_instance_port_redis_exposed_to_internet; ibm_vsi_instance_port_sqlserver_exposed_to_internet; ibm_vsi_instance_port_ssh_exposed_to_internet; ibm_vsi_instance_port_telnet_exposed_to_internet; ibm_vsi_instance_profile_attached; ibm_vsi_instance_public_ip; ibm_vsi_instance_secrets_user_data; ibm_vsi_instance_uses_single_eni; ibm_vsi_launch_template_imdsv2_required; ibm_vsi_launch_template_no_public_ip; ibm_vsi_launch_template_no_secrets; ibm_vsi_networkacl_allow_ingress_any_port; ibm_vsi_networkacl_allow_ingress_tcp_port_22; ibm_vsi_networkacl_allow_ingress_tcp_port_3389; ibm_vsi_networkacl_unused; ibm_vsi_securitygroup_allow_ingress_from_internet_to_all_ports; ibm_vsi_securitygroup_allow_ingress_from_internet_to_any_port; ibm_vsi_securitygroup_allow_ingress_from_internet_to_high_risk_tcp_ports; ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_22; ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_3389; ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_cassandra_7199_9160_8888; ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_elasticsearch_kibana_9200_9300_5601; ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_ftp_20_21; ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_kafka_9092; ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_memcached_11211; ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_mongodb_27017_27018; ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_mysql_3306; ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_oracle_1521_2483; ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_postgres_5432; ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_redis_6379; ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_sql_server_1433_1434; ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_telnet_23; ibm_vsi_securitygroup_allow_wide_open_public_ipv4; ibm_vsi_securitygroup_default_restrict_traffic; ibm_vsi_securitygroup_from_launch_wizard; ibm_vsi_securitygroup_not_used; ibm_vsi_securitygroup_with_many_ingress_egress_rules; ibm_vsi_transitgateway_auto_accept_vpc_attachments; ibm_workspaces_vpc_2private_1public_subnets_nat
iso27001_2022_multi_cloud_A.8.23_0079,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.23,Web Filtering,,Web,Multiple,16,automated,,,ISO27001_2022_controls_with_checks.csv,ibm_securityhub_enabled; ibm_vpc_default_security_group_closed; ibm_vpc_flow_logs_enabled
iso27001_2022_multi_cloud_A.8.24_0080,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.24,Use of Cryptography,,Use,Multiple,289,automated,,,ISO27001_2022_controls_with_checks.csv,ibm_apigateway_restapi_cache_encrypted; ibm_app_minimum_tls_version_12; ibm_athena_workgroup_encryption; ibm_backup_recovery_point_encrypted; ibm_backup_vaults_encrypted; ibm_bedrock_model_invocation_logs_encryption_enabled; ibm_cloudfront_distributions_field_level_encryption_enabled; ibm_cloudfront_distributions_origin_traffic_encrypted; ibm_cloudtrail_key_protect_encryption_enabled; ibm_cloudwatch_log_group_key_protect_encryption_enabled; ibm_codebuild_project_cos_logs_encrypted; ibm_codebuild_report_group_export_encrypted; ibm_cos_bucket_default_encryption; ibm_cos_bucket_kms_encryption; ibm_database_cluster_storage_encrypted; ibm_database_instance_storage_encrypted; ibm_database_instance_transport_encrypted; ibm_database_snapshots_encrypted; ibm_dms_endpoint_redis_in_transit_encryption_enabled; ibm_documentdb_cluster_storage_encrypted; ibm_dynamodb_accelerator_cluster_encryption_enabled; ibm_dynamodb_accelerator_cluster_in_transit_encryption_enabled; ibm_dynamodb_tables_key_protect_cmk_encryption_enabled; ibm_efs_encryption_at_rest_enabled; ibm_eks_cluster_key_protect_cmk_encryption_in_secrets_enabled; ibm_elasticache_redis_cluster_in_transit_encryption_enabled; ibm_elasticache_redis_cluster_rest_encryption_enabled; ibm_firehose_stream_encrypted_at_rest; ibm_glue_data_catalogs_connection_passwodatabase_encryption_enabled; ibm_glue_data_catalogs_metadata_encryption_enabled; ibm_glue_development_endpoints_cos_encryption_enabled; ibm_glue_development_endpoints_job_bookmark_encryption_enabled; ibm_glue_development_endpoints_monitoring_logs_encryption_enabled; ibm_glue_etl_jobs_amazon_cos_encryption_enabled; ibm_glue_etl_jobs_job_bookmark_encryption_enabled; ibm_glue_etl_jobs_monitoring_logs_encryption_enabled; ibm_glue_ml_transform_encrypted_at_rest; ibm_kafka_cluster_encryption_at_rest_uses_cmk; ibm_kafka_cluster_in_transit_encryption_enabled; ibm_kafka_connector_in_transit_encryption_enabled; ibm_key_protect_cmk_are_used; ibm_key_protect_cmk_not_deleted_unintentionally; ibm_key_protect_cmk_not_multi_region; ibm_key_protect_cmk_rotation_enabled; ibm_kinesis_stream_encrypted_at_rest; ibm_kms_key_not_publicly_accessible; ibm_kms_key_rotation_enabled; ibm_monitor_storage_account_with_activity_logs_cmk_encrypted; ibm_neptune_cluster_snapshot_encrypted; ibm_neptune_cluster_storage_encrypted; ibm_opensearch_service_domains_encryption_at_rest_enabled; ibm_opensearch_service_domains_node_to_node_encryption_enabled; ibm_redshift_cluster_encrypted_at_rest; ibm_redshift_cluster_in_transit_encryption_enabled; ibm_sagemaker_notebook_instance_encryption_enabled; ibm_sagemaker_training_jobs_intercontainer_encryption_enabled; ibm_sagemaker_training_jobs_volume_and_output_encryption_enabled; ibm_sns_topics_key_protect_encryption_at_rest_enabled; ibm_sqlserver_tde_encrypted_with_cmk; ibm_sqlserver_tde_encryption_enabled; ibm_sqs_queues_server_side_encryption_enabled; ibm_storage_ensure_encryption_with_customer_managed_keys; ibm_storage_infrastructure_encryption_is_enabled; ibm_storage_secure_transfer_required_is_enabled; ibm_storagegateway_fileshare_encryption_enabled; ibm_transfer_server_in_transit_encryption_enabled; ibm_vm_ensure_attached_disks_encrypted_with_cmk; ibm_vm_ensure_unattached_disks_encrypted_with_cmk; ibm_vsi_ebs_default_encryption; ibm_vsi_ebs_snapshots_encrypted; ibm_vsi_ebs_volume_encryption; ibm_workspaces_volume_encryption_enabled
iso27001_2022_multi_cloud_A.8.27_0083,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.27,Secure Systems Architecture and Engineering Principles,,Secure,SSM,16,automated,,,ISO27001_2022_controls_with_checks.csv,ibm_ssm_document_secrets; ibm_ssm_documents_set_as_public; ibm_ssm_managed_compliant_patching
iso27001_2022_multi_cloud_A.8.3_0085,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.3,Information Access Restriction,,Information,Multiple,52,automated,,,ISO27001_2022_controls_with_checks.csv,ibm_accessanalyzer_enabled; ibm_accessanalyzer_enabled_without_findings; ibm_app_function_access_keys_configured; ibm_compute_instance_default_service_account_in_use_with_full_api_access; ibm_cos_bucket_object_versioning; ibm_entra_policy_guest_users_access_restrictions; ibm_iam_account_access_approval_enabled; ibm_iam_sa_no_administrative_privileges; ibm_organizations_account_part_of_organizations; ibm_postgresql_flexible_server_allow_access_services_disabled; ibm_sns_topics_key_protect_encryption_at_rest_enabled; ibm_storage_ensure_ibm_services_are_trusted_to_access_is_enabled
iso27001_2022_multi_cloud_A.8.4_0091,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.4,Access To Source Code,,Access,CODEBUILD,24,automated,,,ISO27001_2022_controls_with_checks.csv,ibm_codebuild_project_artifact_encryption; ibm_codebuild_project_envvar_awscred_check; ibm_codebuild_project_logging_enabled; ibm_codebuild_project_older_90_days; ibm_codebuild_project_source_repo_url_check; ibm_codebuild_project_user_controlled_buildspec
iso27001_2022_multi_cloud_A.8.5_0092,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.5,Secure Authentication,,Secure,Multiple,68,automated,,,ISO27001_2022_controls_with_checks.csv,ibm_acm_certificates_expiration_check; ibm_app_minimum_tls_version_12; ibm_directoryservice_supported_mfa_radius_enabled; ibm_dynamodb_tables_key_protect_cmk_encryption_enabled; ibm_eks_cluster_key_protect_cmk_encryption_in_secrets_enabled; ibm_entra_conditional_access_policy_require_mfa_for_management_app; ibm_entra_non_privileged_user_has_mfa entra_privileged_user_has_mfa; ibm_entra_user_with_vm_access_has_mfa; ibm_iam_root_mfa_enabled; ibm_iam_user_hardware_mfa_enabled; ibm_iam_user_mfa_enabled_console_access; ibm_key_protect_cmk_are_used; ibm_key_protect_cmk_rotation_enabled; ibm_sqlserver_tde_encryption_enabled; ibm_storage_ensure_encryption_with_customer_managed_keys; ibm_storage_infrastructure_encryption_is_enabled
iso27001_2022_multi_cloud_A.8.7_0094,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.7,Protection Against Malware,,Protection,GUARDDUTY,73,automated,,,ISO27001_2022_controls_with_checks.csv,ibm_defender_container_images_resolved_vulnerabilities; ibm_defender_container_images_scan_enabled; ibm_defender_ensure_defender_for_app_services_is_on; ibm_defender_ensure_defender_for_arm_is_on; ibm_defender_ensure_defender_for_containers_is_on; ibm_defender_ensure_defender_for_cosmosdb_is_on; ibm_defender_ensure_defender_for_databases_is_on; ibm_defender_ensure_defender_for_dns_is_on; ibm_defender_ensure_defender_for_ibm_sql_databases_is_on; ibm_defender_ensure_defender_for_keyvault_is_on; ibm_defender_ensure_defender_for_os_relational_databases_is_on; ibm_defender_ensure_defender_for_server_is_on; ibm_defender_ensure_defender_for_sql_servers_is_on; ibm_defender_ensure_defender_for_storage_is_on; ibm_defender_ensure_iot_hub_defender_is_on; ibm_iam_cloud_asset_inventory_enabled; ibm_security_advisor_is_enabled; ibm_security_advisor_no_high_severity_findings
iso27001_2022_multi_cloud_A.8.9_0096,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.9,Configuration Management,,Configuration,GUARDDUTY,73,automated,,,ISO27001_2022_controls_with_checks.csv,ibm_defender_container_images_resolved_vulnerabilities; ibm_defender_container_images_scan_enabled; ibm_defender_ensure_defender_for_app_services_is_on; ibm_defender_ensure_defender_for_arm_is_on; ibm_defender_ensure_defender_for_containers_is_on; ibm_defender_ensure_defender_for_cosmosdb_is_on; ibm_defender_ensure_defender_for_databases_is_on; ibm_defender_ensure_defender_for_dns_is_on; ibm_defender_ensure_defender_for_ibm_sql_databases_is_on; ibm_defender_ensure_defender_for_keyvault_is_on; ibm_defender_ensure_defender_for_os_relational_databases_is_on; ibm_defender_ensure_defender_for_server_is_on; ibm_defender_ensure_defender_for_sql_servers_is_on; ibm_defender_ensure_defender_for_storage_is_on; ibm_defender_ensure_iot_hub_defender_is_on; ibm_iam_cloud_asset_inventory_enabled; ibm_security_advisor_is_enabled; ibm_security_advisor_no_high_severity_findings
iso27001_2022_multi_cloud_A.9.2_0097,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.9.2,User Access Management,,User,IAM,61,automated,,,ISO27001_2022_controls_with_checks.csv,ibm_iam_avoid_root_usage; ibm_iam_no_root_access_key; ibm_iam_password_policy_expires_passwords_within_90_days_or_less; ibm_iam_password_policy_lowercase; ibm_iam_password_policy_minimum_length_14; ibm_iam_password_policy_number; ibm_iam_password_policy_reuse_24; ibm_iam_password_policy_symbol; ibm_iam_password_policy_uppercase; ibm_iam_policy_attached_only_to_group_or_roles; ibm_iam_root_mfa_enabled; ibm_iam_rotate_access_key_90_days; ibm_iam_user_accesskey_unused; ibm_iam_user_console_access_unused; ibm_iam_user_mfa_enabled_console_access
iso27001_2022_multi_cloud_A.9.3_0098,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.9.3,User Responsibilities,,User,IAM,44,automated,,,ISO27001_2022_controls_with_checks.csv,ibm_iam_password_policy_expires_passwords_within_90_days_or_less; ibm_iam_password_policy_lowercase; ibm_iam_password_policy_minimum_length_14; ibm_iam_password_policy_number; ibm_iam_password_policy_reuse_24; ibm_iam_password_policy_symbol; ibm_iam_password_policy_uppercase; ibm_iam_rotate_access_key_90_days; ibm_iam_user_accesskey_unused; ibm_iam_user_console_access_unused; ibm_iam_user_mfa_enabled_console_access
iso27001_2022_multi_cloud_A.9.4_0099,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.9.4,System and Application Access Control,,System,IAM,61,automated,,,ISO27001_2022_controls_with_checks.csv,ibm_iam_avoid_root_usage; ibm_iam_no_root_access_key; ibm_iam_password_policy_expires_passwords_within_90_days_or_less; ibm_iam_password_policy_lowercase; ibm_iam_password_policy_minimum_length_14; ibm_iam_password_policy_number; ibm_iam_password_policy_reuse_24; ibm_iam_password_policy_symbol; ibm_iam_password_policy_uppercase; ibm_iam_policy_attached_only_to_group_or_roles; ibm_iam_root_mfa_enabled; ibm_iam_rotate_access_key_90_days; ibm_iam_user_accesskey_unused; ibm_iam_user_console_access_unused; ibm_iam_user_mfa_enabled_console_access
nist_800_171_r2_multi_cloud_3_11_2_3.11.2_Scan_for_vulnerabilities_in_organiz_0001,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,3_11_2: 3.11.2 Scan for vulnerabilities in organizational systems and applications periodically and when new vulnerabilities affecting those systems and applications are identified,,3_11_2,Multiple,20,automated,,,NIST_800-171_R2_controls_with_checks.csv,ibm_security_advisor_enabled; ibm_security_advisor_is_enabled; ibm_security_advisor_no_high_severity_findings
nist_800_171_r2_multi_cloud_3_11_3_3.11.3_Remediate_vulnerabilities_in_accord_0002,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,3_11_3: 3.11.3 Remediate vulnerabilities in accordance with risk assessments,,3_11_3,Multiple,22,automated,,,NIST_800-171_R2_controls_with_checks.csv,ibm_security_advisor_enabled; ibm_security_advisor_is_enabled; ibm_security_advisor_no_high_severity_findings
nist_800_171_r2_multi_cloud_3_12_4_3.12.4_Develop_document_and_periodically_0003,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,"3_12_4: 3.12.4 Develop, document, and periodically update system security plans that describe system boundaries, system environments of operation, how security requirements are implemented, and the relationships with or connections to other systems",,3_12_4,Multiple,56,automated,,,NIST_800-171_R2_controls_with_checks.csv,ibm_activity_tracker_cloudwatch_logging_enabled; ibm_database_instance_enhanced_monitoring_enabled; ibm_monitoring_changes_to_network_acls_alarm_configured; ibm_monitoring_changes_to_network_gateways_alarm_configured; ibm_monitoring_changes_to_network_route_tables_alarm_configured; ibm_monitoring_changes_to_vpcs_alarm_configured; ibm_security_advisor_enabled; ibm_security_advisor_is_enabled; ibm_vsi_instance_imdsv2_enabled
nist_800_171_r2_multi_cloud_3_13_1_3.13.1_Monitor_control_and_protect_commu_0004,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,"3_13_1: 3.13.1 Monitor, control, and protect communications (i.e., information transmitted or received by organizational systems) at the external boundaries and key internal boundaries of organizational systems",,3_13_1,Multiple,130,automated,,,NIST_800-171_R2_controls_with_checks.csv,ibm_acm_certificates_expiration_check; ibm_activity_tracker_log_file_validation_enabled; ibm_activity_tracker_multi_region_enabled; ibm_activity_tracker_s3_dataevents_read_enabled; ibm_activity_tracker_s3_dataevents_write_enabled; ibm_apigateway_restapi_logging_enabled; ibm_awslambda_function_not_publicly_accessible; ibm_cos_bucket_secure_transport_policy; ibm_cos_bucket_server_access_logging_enabled; ibm_database_instance_integration_cloudwatch_logs; ibm_database_instance_no_public_access; ibm_elb_logging_enabled; ibm_elb_ssl_listeners; ibm_elbv2_logging_enabled; ibm_elbv2_waf_acl_attached; ibm_redshift_cluster_public_access; ibm_security_advisor_enabled; ibm_security_advisor_is_enabled; ibm_vpc_flow_logs_enabled; ibm_vsi_networkacl_allow_ingress_any_port; ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_22
nist_800_171_r2_multi_cloud_3_13_11_3.13.11_Employ_FIPS-validated_cryptograph_0005,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,3_13_11: 3.13.11 Employ FIPS-validated cryptography when used to protect the confidentiality of CUI,,3_13_11,Multiple,76,automated,,,NIST_800-171_R2_controls_with_checks.csv,ibm_acm_certificates_expiration_check; ibm_activity_tracker_kms_encryption_enabled; ibm_cos_bucket_default_encryption; ibm_cos_bucket_secure_transport_policy; ibm_database_instance_storage_encrypted; ibm_dynamodb_tables_kms_cmk_encryption_enabled; ibm_efs_encryption_at_rest_enabled; ibm_monitoring_log_group_kms_encryption_enabled; ibm_opensearch_service_domains_encryption_at_rest_enabled; ibm_sagemaker_notebook_instance_encryption_enabled; ibm_sns_topics_kms_encryption_at_rest_enabled; ibm_vsi_ebs_volume_encryption
nist_800_171_r2_multi_cloud_3_13_15_3.13.15_Protect_the_authenticity_of_commu_0006,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,3_13_15: 3.13.15 Protect the authenticity of communications sessions,,3_13_15,ELB,10,automated,,,NIST_800-171_R2_controls_with_checks.csv,ibm_elb_ssl_listeners
nist_800_171_r2_multi_cloud_3_13_16_3.13.16_Protect_the_confidentiality_of_CU_0007,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,3_13_16: 3.13.16 Protect the confidentiality of CUI at rest,,3_13_16,Multiple,70,automated,,,NIST_800-171_R2_controls_with_checks.csv,ibm_activity_tracker_kms_encryption_enabled; ibm_cos_bucket_default_encryption; ibm_cos_bucket_secure_transport_policy; ibm_database_instance_storage_encrypted; ibm_dynamodb_tables_kms_cmk_encryption_enabled; ibm_efs_encryption_at_rest_enabled; ibm_monitoring_log_group_kms_encryption_enabled; ibm_opensearch_service_domains_encryption_at_rest_enabled; ibm_sagemaker_notebook_instance_encryption_enabled; ibm_sns_topics_kms_encryption_at_rest_enabled; ibm_vsi_ebs_volume_encryption
nist_800_171_r2_multi_cloud_3_13_2_3.13.2_Employ_architectural_designs_softw_0008,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,"3_13_2: 3.13.2 Employ architectural designs, software development techniques, and systems engineering principles that promote effective information security within organizational systems",,3_13_2,Multiple,134,automated,,,NIST_800-171_R2_controls_with_checks.csv,ibm_acm_certificates_expiration_check; ibm_activity_tracker_multi_region_enabled; ibm_awslambda_function_not_publicly_accessible; ibm_awslambda_function_url_public; ibm_cos_account_level_public_access_blocks; ibm_cos_bucket_policy_public_write_access; ibm_cos_bucket_public_access; ibm_database_instance_backup_enabled; ibm_database_instance_integration_cloudwatch_logs; ibm_database_instance_multi_az; ibm_database_instance_no_public_access; ibm_dynamodb_tables_pitr_enabled; ibm_efs_have_backup_enabled; ibm_elbv2_deletion_protection; ibm_emr_cluster_master_nodes_no_public_ip; ibm_redshift_cluster_public_access; ibm_sagemaker_notebook_instance_without_direct_internet_access_configured; ibm_vsi_ebs_public_snapshot; ibm_vsi_instance_public_ip; ibm_vsi_networkacl_allow_ingress_any_port; ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_22; ibm_vsi_securitygroup_default_restrict_traffic
nist_800_171_r2_multi_cloud_3_13_3_3.13.3_Separate_user_functionality_from_sy_0009,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,3_13_3: 3.13.3 Separate user functionality from system management functionality,,3_13_3,IAM,22,automated,,,NIST_800-171_R2_controls_with_checks.csv,ibm_iam_aws_attached_policy_no_administrative_privileges; ibm_iam_customer_attached_policy_no_administrative_privileges; ibm_iam_inline_policy_no_administrative_privileges
nist_800_171_r2_multi_cloud_3_13_4_3.13.4_Prevent_unauthorized_and_unintended_0010,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,3_13_4: 3.13.4 Prevent unauthorized and unintended information transfer via shared system resources,,3_13_4,NO CHECKS DEFINED,14,manual,,,NIST_800-171_R2_controls_with_checks.csv,ibm_No checks defined
nist_800_171_r2_multi_cloud_3_13_5_3.13.5_Implement_subnetworks_for_publicly_0011,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,3_13_5: 3.13.5 Implement subnetworks for publicly accessible system components that are physically or logically separated from internal networks,,3_13_5,Multiple,109,automated,,,NIST_800-171_R2_controls_with_checks.csv,ibm_awslambda_function_not_publicly_accessible; ibm_awslambda_function_url_public; ibm_cos_account_level_public_access_blocks; ibm_cos_bucket_policy_public_write_access; ibm_cos_bucket_public_access; ibm_cos_bucket_secure_transport_policy; ibm_database_instance_no_public_access; ibm_database_snapshots_public_access; ibm_elb_ssl_listeners; ibm_elbv2_waf_acl_attached; ibm_emr_cluster_master_nodes_no_public_ip; ibm_opensearch_service_domains_node_to_node_encryption_enabled; ibm_redshift_cluster_public_access; ibm_sagemaker_notebook_instance_without_direct_internet_access_configured; ibm_vsi_ebs_public_snapshot; ibm_vsi_instance_public_ip; ibm_vsi_networkacl_allow_ingress_any_port; ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_22; ibm_vsi_securitygroup_default_restrict_traffic
nist_800_171_r2_multi_cloud_3_13_6_3.13.6_Deny_network_communications_traffic_0012,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,"3_13_6: 3.13.6 Deny network communications traffic by default and allow network communications traffic by exception (i.e., deny all, permit by exception)",,3_13_6,EC2,16,automated,,,NIST_800-171_R2_controls_with_checks.csv,ibm_vsi_networkacl_allow_ingress_any_port; ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_22
nist_800_171_r2_multi_cloud_3_13_8_3.13.8_Implement_cryptographic_mechanisms_0013,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,3_13_8: 3.13.8 Implement cryptographic mechanisms to prevent unauthorized disclosure of CUI during transmission unless otherwise protected by alternative physical safeguards,,3_13_8,Multiple,28,automated,,,NIST_800-171_R2_controls_with_checks.csv,ibm_acm_certificates_expiration_check; ibm_cos_bucket_secure_transport_policy; ibm_elb_ssl_listeners; ibm_opensearch_service_domains_node_to_node_encryption_enabled
nist_800_171_r2_multi_cloud_3_14_1_3.14.1_Identify_report_and_correct_syste_0014,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,"3_14_1: 3.14.1 Identify, report, and correct system flaws in a timely manner",,3_14_1,Multiple,16,automated,,,NIST_800-171_R2_controls_with_checks.csv,ibm_security_advisor_enabled; ibm_security_advisor_is_enabled
nist_800_171_r2_multi_cloud_3_14_2_3.14.2_Provide_protection_from_malicious_c_0015,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,3_14_2: 3.14.2 Provide protection from malicious code at designated locations within organizational systems,,3_14_2,Multiple,28,automated,,,NIST_800-171_R2_controls_with_checks.csv,ibm_security_advisor_enabled; ibm_security_advisor_is_enabled; ibm_ssm_managed_compliant_patching; ibm_vsi_instance_managed_by_ssm
nist_800_171_r2_multi_cloud_3_14_3_3.14.3_Monitor_system_security_alerts_and_0016,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,3_14_3: 3.14.3 Monitor system security alerts and advisories and take action in response,,3_14_3,Multiple,22,automated,,,NIST_800-171_R2_controls_with_checks.csv,ibm_security_advisor_enabled; ibm_security_advisor_is_enabled; ibm_ssm_managed_compliant_patching
nist_800_171_r2_multi_cloud_3_14_4_3.14.4_Update_malicious_code_protection_me_0017,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,3_14_4: 3.14.4 Update malicious code protection mechanisms when new releases are available,,3_14_4,GUARDDUTY,9,automated,,,NIST_800-171_R2_controls_with_checks.csv,ibm_security_advisor_is_enabled
nist_800_171_r2_multi_cloud_3_14_6_3.14.6_Monitor_organizational_systems_inc_0018,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,"3_14_6: 3.14.6 Monitor organizational systems, including inbound and outbound communications traffic, to detect attacks and indicators of potential attacks",,3_14_6,Multiple,70,automated,,,NIST_800-171_R2_controls_with_checks.csv,ibm_activity_tracker_multi_region_enabled; ibm_activity_tracker_s3_dataevents_read_enabled; ibm_activity_tracker_s3_dataevents_write_enabled; ibm_apigateway_restapi_logging_enabled; ibm_cos_bucket_server_access_logging_enabled; ibm_database_instance_integration_cloudwatch_logs; ibm_elb_logging_enabled; ibm_elbv2_logging_enabled; ibm_security_advisor_enabled; ibm_security_advisor_is_enabled; ibm_vpc_flow_logs_enabled
nist_800_171_r2_multi_cloud_3_14_7_3.14.7_Identify_unauthorized_use_of_organi_0019,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,3_14_7: 3.14.7 Identify unauthorized use of organizational systems,,3_14_7,Multiple,70,automated,,,NIST_800-171_R2_controls_with_checks.csv,ibm_activity_tracker_multi_region_enabled; ibm_activity_tracker_s3_dataevents_read_enabled; ibm_activity_tracker_s3_dataevents_write_enabled; ibm_apigateway_restapi_logging_enabled; ibm_cos_bucket_server_access_logging_enabled; ibm_database_instance_integration_cloudwatch_logs; ibm_elb_logging_enabled; ibm_elbv2_logging_enabled; ibm_security_advisor_enabled; ibm_security_advisor_is_enabled; ibm_vpc_flow_logs_enabled
