service,resource,rule_id,severity,domain,description
customerprofiles,object_type,aws.customerprofiles.object_type.tagged,low,compliance_and_governance,"Checks if Amazon Connect Customer Profiles object types have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
datasync,location,aws.datasync.location.object_storage_using_https,high,data_protection_and_privacy,Checks if AWS DataSync location object storage servers use the HTTPS protocol to communicate. The rule is NON_COMPLIANT if configuration.ServerProtocol is not 'HTTPS'.
dax,encryption,aws.dax.encryption.enabled,high,data_protection_and_privacy,Checks if Amazon DynamoDB Accelerator (DAX) clusters are encrypted. The rule is NON_COMPLIANT if a DAX cluster is not encrypted.
dax,tls,aws.dax.tls.endpoint_encryption,high,data_protection_and_privacy,Checks if your Amazon DynamoDB Accelerator (DAX) cluster has ClusterEndpointEncryptionType set to TLS. The rule is NON_COMPLIANT if a DAX cluster is not encrypted by transport layer security (TLS).
desired,instance,aws.desired.instance.tenancy,medium,configuration_and_change_management,"Checks EC2 instances for a 'tenancy' value. Also checks if AMI IDs are specified to be launched from those AMIs or if Host IDs are launched on those Dedicated Hosts. The rule is COMPLIANT if the instance matches a host and an AMI, if specified, in a list."
desired,instance,aws.desired.instance.type,medium,configuration_and_change_management,"Checks if your EC2 instances are of a specific instance type. The rule is NON_COMPLIANT if an EC2 instance is not specified in the parameter list. For a list of supported EC2 instance types, see Instance types in the EC2 User Guide for Linux Instances."
devicefarm,project,aws.devicefarm.project.tagged,low,compliance_and_governance,"Checks if AWS Device Farm projects have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
devicefarm,test_grid_project,aws.devicefarm.test_grid_project.tagged,low,compliance_and_governance,"Checks if AWS Device Farm test grid projects have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
dms,mongo,aws.dms.mongo.db_authentication_enabled,high,identity_and_access_management,Checks if AWS Database Migration Service (AWS DMS) endpoints for MongoDb data stores are enabled for password-based authentication and access control. The rule is NON_COMPLIANT if password-based authentication and access control is not enabled.
dms,neptune,aws.dms.neptune.iam_authorization_enabled,high,identity_and_access_management,Checks if an AWS Database Migration Service (AWS DMS) endpoint for Amazon Neptune databases is configured with IAM authorization. The rule is NON_COMPLIANT if an AWS DMS endpoint where Neptune is the target has IamAuthEnabled set to false.
dynamodb,meets,aws.dynamodb.meets.restore_time_target,medium,resilience_and_disaster_recovery,Checks if the restore time of Amazon DynamoDB Tables meets the specified duration. The rule is NON_COMPLIANT if LatestRestoreExecutionTimeMinutes of a DynamoDB Table is greater than maxRestoreTime minutes.
dynamodb,throughput,aws.dynamodb.throughput.limit_check,medium,configuration_and_change_management,Checks whether provisioned DynamoDB throughput is approaching the maximum limit for your account.
ec2,attached,aws.ec2.attached.configured,medium,configuration_and_change_management,Checks if an EC2 instance has an AWS Identity and Access Management (IAM) profile attached to it. The rule is NON_COMPLIANT if no IAM profile is attached to the EC2 instance.
ec2,capacity,aws.ec2.capacity.reservation_tagged,medium,configuration_and_change_management,"Checks if Amazon EC2 capacity reservations have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
ec2,carrier_gateway,aws.ec2.carrier_gateway.tagged,low,compliance_and_governance,"Checks if Amazon EC2 carrier gateways have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
ec2,dhcp_options,aws.ec2.dhcp_options.tagged,low,compliance_and_governance,"Checks if Amazon EC2 DHCP options have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
ec2,enis,aws.ec2.enis.source_destination_check_enabled,medium,configuration_and_change_management,"Checks if EC2 ENIs managed by users have source/destination check enabled. The rule is NON_COMPLIANT if source/destination check is disabled on these ENIs for 'lambda', 'aws_codestar_connections_managed', 'branch', 'efa', 'interface', and 'quicksight'."
ec2,fleet,aws.ec2.fleet.tagged,medium,configuration_and_change_management,"Checks if Amazon EC2 fleets have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
ec2,ipamscope,aws.ec2.ipamscope.tagged,low,compliance_and_governance,"Checks if Amazon EC2 IPAM Scopes have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
ec2,managedinstance,aws.ec2.managedinstance.applications_blacklisted,medium,configuration_and_change_management,"Checks if none of the specified applications are installed on the instance. Optionally, specify the version. Newer versions will not be denylisted. Optionally, specify the platform to apply the rule only to instances running that platform."
ec2,managedinstance,aws.ec2.managedinstance.applications_required,medium,configuration_and_change_management,"Checks whether all of the specified applications are installed on the instance. Optionally, specify the minimum acceptable version. Optionally, specify the platform to apply the rule only to instances running that platform."
ec2,managedinstance,aws.ec2.managedinstance.inventory_blacklisted,medium,configuration_and_change_management,Checks whether instances managed by Amazon EC2 Systems Manager are configured to collect blacklisted inventory types.
ec2,managedinstance,aws.ec2.managedinstance.platform_check,medium,configuration_and_change_management,Checks whether EC2 managed instances have the desired configurations.
ec2,meets,aws.ec2.meets.restore_time_target,medium,resilience_and_disaster_recovery,Checks if the restore time of Amazon Elastic Compute Cloud (Amazon EC2) instances meets the specified duration. The rule is NON_COMPLIANT if LatestRestoreExecutionTimeMinutes of an Amazon EC2 instance is greater than maxRestoreTime minutes.
ec2,optimized,aws.ec2.optimized.instance,medium,configuration_and_change_management,Checks whether Amazon Elastic Compute Cloud (Amazon EC2) instances have a public IP association. The rule is NON_COMPLIANT if the publicIp field is present in the Amazon EC2 instance configuration item. This rule applies only to IPv4.
ec2,prefix_list,aws.ec2.prefix_list.tagged,low,compliance_and_governance,"Checks if Amazon EC2 managed prefix lists have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
ec2,resources,aws.ec2.resources.in_logically_air_gapped_vault,medium,resilience_and_disaster_recovery,Checks if Amazon Elastic Compute Cloud (Amazon EC2) instances are in a logically air-gapped vault. The rule is NON_COMPLIANT if an Amazon EC2 instance is not in a logically air-gapped vault within the specified time period.
ec2,token,aws.ec2.token.hop_limit_check,high,identity_and_access_management,Checks if an Amazon Elastic Compute Cloud (EC2) instance metadata has a specified token hop limit that is below the desired limit. The rule is NON_COMPLIANT for an instance if it has a hop limit value above the intended limit.
ec2,transit_gateway,aws.ec2.transit_gateway.multicast_domain_tagged,low,compliance_and_governance,"Checks if Amazon EC2 transit gateway multicast domains have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
ecs,awsvpc,aws.ecs.awsvpc.networking_enabled,high,container_and_kubernetes_security,Checks if the networking mode for active ECSTaskDefinitions is set to ‘awsvpc’. This rule is NON_COMPLIANT if active ECSTaskDefinitions is not set to ‘awsvpc’.
ecs,capacity_provider,aws.ecs.capacity_provider.tagged,low,compliance_and_governance,"Checks if Amazon ECS capacity providers have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
ecs,capacity_provider,aws.ecs.capacity_provider.termination_check,high,container_and_kubernetes_security,Checks if an Amazon ECS Capacity provider containing Auto Scaling groups has managed termination protection enabled. This rule is NON_COMPLIANT if managed termination protection is disabled on the ECS Capacity Provider.
ecs,fargate,aws.ecs.fargate.latest_platform_version,high,container_and_kubernetes_security,"Checks if ECS Fargate services is set to the latest platform version. The rule is NON_COMPLIANT if PlatformVersion for the Fargate launch type is not set to LATEST, or if neither latestLinuxVersion nor latestWindowsVersion are provided as parameters."
ecs,service,aws.ecs.service.propagate_tags_enabled,high,container_and_kubernetes_security,Checks if AWS ECS Service has property PropagateTags with value of either SERVICE or TASK_DEFINITION. The rule is NON_COMPLIANT if the property does not exist or is NONE.
efs,automatic,aws.efs.automatic.backups_enabled,medium,resilience_and_disaster_recovery,Checks if an Amazon Elastic File System (Amazon EFS) file system has automatic backups enabled. The rule is NON_COMPLIANT if `BackupPolicy.Status` is set to DISABLED.
efs,encrypted,aws.efs.encrypted.check,high,data_protection_and_privacy,"Checks whether Amazon EFS are configured to encrypt file data using AWS KMS. The rule is NON_COMPLIANT if the Encrypted key is set to False on DescribeFileSystems or, if specified, KmsKeyId key on DescribeFileSystems is not matching KmsKeyId parameter."
efs,file,aws.efs.file.system_tagged,low,compliance_and_governance,"Checks if Amazon Elastic File System file systems have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
efs,meets,aws.efs.meets.restore_time_target,medium,resilience_and_disaster_recovery,Checks if the restore time of Amazon Elastic File System (Amazon EFS) File Systems meets the specified duration. The rule is NON_COMPLIANT if LatestRestoreExecutionTimeMinutes of an Amazon EFS File System is greater than maxRestoreTime minutes.
efs,resources,aws.efs.resources.in_logically_air_gapped_vault,medium,resilience_and_disaster_recovery,Checks if Amazon Elastic File System (Amazon EFS) File Systems are in a logically air-gapped vault. The rule is NON_COMPLIANT if an Amazon EFS File System is not in a logically air-gapped vault within the specified time period.
elasticache,subnet_group,aws.elasticache.subnet_group.check,high,network_security_and_connectivity,Checks if Amazon ElastiCache clusters are configured with a custom subnet group. The rule is NON_COMPLIANT for an ElastiCache cluster if it is using a default subnet group.
elasticbeanstalk,enhanced,aws.elasticbeanstalk.enhanced.health_reporting_enabled,medium,configuration_and_change_management,checks for Elastic Beanstalk environment is configured for 'enhanced' health reporting and NON_COMPLIANT if configured for 'basic' health reporting
elasticbeanstalk,logs,aws.elasticbeanstalk.logs.to_cloudwatch,high,logging_monitoring_and_alerting,Checks if AWS Elastic Beanstalk applications have a description. The rule is NON_COMPLIANT if configuration.description does not exist or is an empty string.
elasticbeanstalk,managed,aws.elasticbeanstalk.managed.updates_enabled,medium,configuration_and_change_management,Checks if AWS Elastic Beanstalk applications have a description. The rule is NON_COMPLIANT if configuration.description does not exist or is an empty string.
elb,cross,aws.elb.cross.zone_load_balancing_enabled,medium,resilience_and_disaster_recovery,Checks if cross-zone load balancing is enabled for Classic Load Balancers. The rule is NON_COMPLIANT if cross-zone load balancing is not enabled for Classic Load Balancers.
elb,desync,aws.elb.desync.mode_check,high,network_security_and_connectivity,"Checks if Classic Load Balancers have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
elb,internal,aws.elb.internal.scheme_check,high,network_security_and_connectivity,Checks if a Classic Load Balancer scheme is internal. The rule is NON_COMPLIANT if configuration.scheme is not set to internal.
elb,multiple,aws.elb.multiple.az,medium,resilience_and_disaster_recovery,"Checks if Classic Load Balancers have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
elb,tagged,aws.elb.tagged.configured,low,compliance_and_governance,"Checks if Classic Load Balancers have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
elbv2,cross,aws.elbv2.cross.zone_load_balancing_enabled,medium,resilience_and_disaster_recovery,Checks if cross-zone load balancing is enabled for Classic Load Balancers. The rule is NON_COMPLIANT if cross-zone load balancing is not enabled for Classic Load Balancers.
elbv2,desync,aws.elbv2.desync.mode_check,high,network_security_and_connectivity,"Checks if an Elastic Load Balancer V2 (Application, Network, or Gateway Load Balancer) is mapped to multiple Availability Zones (AZs). The rule is NON_COMPLIANT if an Elastic Load Balancer V2 is mapped to less than 2 AZs. For more information, see Availability Zones for your Application Load Balancer."
elbv2,http,aws.elbv2.http.drop_invalid_header_enabled,high,network_security_and_connectivity,Checks if rule evaluates AWS Application Load Balancers (ALB) to ensure they are configured to drop http headers. The rule is NON_COMPLIANT if the value of routing.http.drop_invalid_header_fields.enabled is set to false
elbv2,http,aws.elbv2.http.to_https_redirection_check,high,data_protection_and_privacy,Checks if HTTP to HTTPS redirection is configured on all HTTP listeners of Application Load Balancers. The rule is NON_COMPLIANT if one or more HTTP listeners of Application Load Balancer do not have HTTP to HTTPS redirection configured. The rule is also NON_COMPLIANT if one of more HTTP listeners have forwarding to an HTTP listener instead of redirection.
elbv2,internal,aws.elbv2.internal.scheme_check,high,network_security_and_connectivity,"Checks if an Elastic Load Balancer V2 (Application, Network, or Gateway Load Balancer) is mapped to multiple Availability Zones (AZs). The rule is NON_COMPLIANT if an Elastic Load Balancer V2 is mapped to less than 2 AZs. For more information, see Availability Zones for your Application Load Balancer."
elbv2,listener,aws.elbv2.listener.tagged,low,compliance_and_governance,Checks if listeners for the load balancers are configured with HTTPS or TLS termination. The rule is NON_COMPLIANT if listeners are not configured with HTTPS or TLS termination.
elbv2,logging,aws.elbv2.logging.enabled,high,logging_monitoring_and_alerting,"Checks if an Elastic Load Balancer V2 (Application, Network, or Gateway Load Balancer) is mapped to multiple Availability Zones (AZs). The rule is NON_COMPLIANT if an Elastic Load Balancer V2 is mapped to less than 2 AZs. For more information, see Availability Zones for your Application Load Balancer."
elbv2,tagged,aws.elbv2.tagged.configured,low,compliance_and_governance,"Checks if an Elastic Load Balancer V2 (Application, Network, or Gateway Load Balancer) is mapped to multiple Availability Zones (AZs). The rule is NON_COMPLIANT if an Elastic Load Balancer V2 is mapped to less than 2 AZs. For more information, see Availability Zones for your Application Load Balancer."
elbv2,waf,aws.elbv2.waf.enabled,high,network_security_and_connectivity,"Checks if an Elastic Load Balancer V2 (Application, Network, or Gateway Load Balancer) is mapped to multiple Availability Zones (AZs). The rule is NON_COMPLIANT if an Elastic Load Balancer V2 is mapped to less than 2 AZs. For more information, see Availability Zones for your Application Load Balancer."
emr,kerberos,aws.emr.kerberos.enabled,high,identity_and_access_management,The rule is NON_COMPLIANT if a security configuration is not attached to the cluster or the security configuration does not satisfy the specified rule parameters.
emr,security,aws.emr.security.configuration_encryption_rest,high,data_protection_and_privacy,Checks if an Amazon EMR security configuration has encryption at rest enabled. The rule is NON_COMPLIANT if configuration.SecurityConfiguration.EncryptionConfiguration.EnableAtRestEncryption is false.
emr,security,aws.emr.security.configuration_encryption_transit,high,data_protection_and_privacy,Checks if an Amazon EMR security configuration has encryption in transit enabled. The rule is NON_COMPLIANT if configuration.SecurityConfiguration.EncryptionConfiguration.EnableInTransitEncryption is false.
event,data,aws.event.data.store_cmk_encryption_enabled,high,data_protection_and_privacy,"Checks if AWS Cloud Trail event data stores have customer managed AWS KMS keys enabled. The rule is NON_COMPLIANT if an event data store has disabled customer managed KMS keys. Optionally, you can specify a list of KMS keys for the rule to check."
eventschemas,discoverer,aws.eventschemas.discoverer.tagged,low,compliance_and_governance,"Checks if AWS EventSchemas discoverer resources have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not consider tags starting with `aws:`."
eventschemas,registry,aws.eventschemas.registry.tagged,low,compliance_and_governance,"Checks if Amazon EventBridge Schema Registry resources have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
evidently,launch,aws.evidently.launch.description,medium,configuration_and_change_management,Checks if Amazon CloudWatch Evidently launches have a description. The rule is NON_COMPLIANT if configuration.Description does not exist or is an empty string.
evidently,launch,aws.evidently.launch.tagged,low,compliance_and_governance,"Checks if Amazon CloudWatch Evidently launches have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
evidently,project,aws.evidently.project.description,medium,configuration_and_change_management,Checks if Amazon CloudWatch Evidently projects have a description. The rule is NON_COMPLIANT if configuration.Description does not exist or is an empty string.
evidently,project,aws.evidently.project.tagged,low,compliance_and_governance,"Checks if Amazon CloudWatch Evidently projects have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
evidently,segment,aws.evidently.segment.description,medium,configuration_and_change_management,Checks if Amazon CloudWatch Evidently segments have a description. The rule is NON_COMPLIANT if configuration.Description does not exist or is an empty string.
evidently,segment,aws.evidently.segment.tagged,low,compliance_and_governance,"Checks if Amazon CloudWatch Evidently segments have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
fis,experiment_template,aws.fis.experiment_template.log_configuration_exists,high,logging_monitoring_and_alerting,Checks if AWS FIS experiment templates have experiment logging configured. The rule is NON_COMPLIANT if configuration.LogConfiguration does not exist.
fis,experiment_template,aws.fis.experiment_template.tagged,low,compliance_and_governance,"Checks if AWS FIS experiment templates have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
fms,shield,aws.fms.shield.resource_policy_check,high,network_security_and_connectivity,Checks if resources that AWS Shield Advanced can protect are protected by Shield Advanced. The rule is NON_COMPLIANT if a specified resource is not protected.
fms,webacl,aws.fms.webacl.resource_policy_check,high,network_security_and_connectivity,"Checks whether the web ACL is associated with Application Load Balancers, API Gateway stage or CloudFront distributions. When AWS Firewall Manager creates this rule, the FMS policy owner specifies the webACLId in the FMS policy."
fms,webacl,aws.fms.webacl.rulegroup_association_check,high,network_security_and_connectivity,"Checks whether the RuleGroupId and WafOverrideAction pairs are associated with the WebACL at highest priority. When AWS Firewall manager creates this rule, the FMS policy owner specifies the ruleGroups in the policy and can optionally enable remediation."
frauddetector,entity,aws.frauddetector.entity.type_tagged,low,compliance_and_governance,"Checks if Amazon Fraud Detector entity types have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
frauddetector,label,aws.frauddetector.label.tagged,low,compliance_and_governance,"Checks if Amazon Fraud Detector labels have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
frauddetector,outcome,aws.frauddetector.outcome.tagged,low,compliance_and_governance,"Checks if Amazon Fraud Detector outcomes have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
frauddetector,variable,aws.frauddetector.variable.tagged,low,compliance_and_governance,"Checks if Amazon Fraud Detector variables have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
fsx,meets,aws.fsx.meets.restore_time_target,medium,resilience_and_disaster_recovery,Checks if the restore time of Amazon FSx File Systems meets the specified duration. The rule is NON_COMPLIANT if LatestRestoreExecutionTimeMinutes of an Amazon FSx File System is greater than maxRestoreTime minutes.
fsx,ontap,aws.fsx.ontap.deployment_type_check,medium,configuration_and_change_management,Checks if Amazon FSx for NetApp ONTAP file systems are configured with certain deployment types. The rule is NON_COMPLIANT if the Amazon FSx for NetApp ONTAP file systems are not configured with the deployment types you specify.
fsx,openzfs,aws.fsx.openzfs.deployment_type_check,medium,configuration_and_change_management,Checks if the Amazon FSx for OpenZFS file systems are configured with certain deployment types. The rule is NON_COMPLIANT if FSx for OpenZFS file systems are not configured with the deployment types you specify.
groundstation,config,aws.groundstation.config.tagged,low,compliance_and_governance,"Checks if AWS GroundStation config resources resources have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
groundstation,dataflowendpointgroup,aws.groundstation.dataflowendpointgroup.tagged,low,compliance_and_governance,"Checks if AWS GroundStation dataflow endpoint group resources have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule doesn't check tags starting with 'aws:'."
groundstation,missionprofile,aws.groundstation.missionprofile.tagged,low,compliance_and_governance,"Checks if AWS GroundStation mission profile resources have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
guardduty,ec2,aws.guardduty.ec2.protection_runtime_enabled,high,threat_detection_and_incident_response,Checks if ECS Runtime Monitoring with automated agent management is enabled for Amazon GuardDuty detector. The rule is NON_COMPLIANT if the feature is not enabled for your account or at least one member account in your organization.
guardduty,ecs,aws.guardduty.ecs.protection_runtime_enabled,high,threat_detection_and_incident_response,Checks if ECS Runtime Monitoring with automated agent management is enabled for Amazon GuardDuty detector. The rule is NON_COMPLIANT if the feature is not enabled for your account or at least one member account in your organization.
guardduty,enabled,aws.guardduty.enabled.centralized,high,threat_detection_and_incident_response,"Checks if Amazon GuardDuty is enabled in your AWS account and AWS Region. If you provide an AWS account for centralization, the rule evaluates the GuardDuty results in the centralized account. The rule is COMPLIANT when GuardDuty is enabled."
guardduty,lambda,aws.guardduty.lambda.protection_enabled,high,threat_detection_and_incident_response,Checks if Lambda Protection is enabled for an Amazon GuardDuty detector in your account. The rule is NON_COMPLIANT if the Lambda Protection feature in Amazon GuardDuty is not enabled for your account.
guardduty,malware,aws.guardduty.malware.protection_enabled,high,threat_detection_and_incident_response,Checks if Malware Protection is enabled for an Amazon GuardDuty detector in your account. The rule is NON_COMPLIANT if the Malware Protection feature in Amazon GuardDuty is not enabled for your account.
guardduty,rds,aws.guardduty.rds.protection_enabled,high,threat_detection_and_incident_response,Checks if Amazon Relational Database Service (Amazon RDS) protection is enabled for an Amazon GuardDuty detector in your account. The rule is NON_COMPLIANT if the Amazon RDS protection feature in Amazon GuardDuty is not enabled for you account.
guardduty,runtime,aws.guardduty.runtime.monitoring_enabled,medium,logging_monitoring_and_alerting,Checks if Runtime Monitoring is enabled for Amazon GuardDuty detector in your account or organization. The rule is NON_COMPLIANT if Runtime Monitoring in GuardDuty is not enabled for your account or at least one member account in your organization.
guardduty,s3,aws.guardduty.s3.protection_enabled,high,threat_detection_and_incident_response,Checks if S3 Protection is enabled for an Amazon GuardDuty Detector in your account. The rule is NON_COMPLIANT if the S3 Protection feature in Amazon GuardDuty is not enabled for your account.
healthlake,fhirdatastore,aws.healthlake.fhirdatastore.tagged,low,compliance_and_governance,"Checks if Amazon HealthLake FHIRDatastores have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not consider tags starting with `aws:`."
iam,keys,aws.iam.keys.rotated,high,identity_and_access_management,Checks whether the active access keys are rotated within the number of days specified in maxAccessKeyAge. The rule is non-compliant if the access keys have not been rotated for more than maxAccessKeyAge number of days.
iam,oidc,aws.iam.oidc.provider_tagged,high,identity_and_access_management,"Checks if AWS IAM OIDC providers have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
iam,saml,aws.iam.saml.provider_tagged,high,identity_and_access_management,"Checks if AWS IAM SAML providers have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
imagebuilder,distributionconfiguration,aws.imagebuilder.distributionconfiguration.tagged,low,compliance_and_governance,"Checks if ImageBuilder DistributionConfiguration resources have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or the specified tag keys are not present. It does not consider tags starting with 'aws:'."
imagebuilder,imagepipeline,aws.imagebuilder.imagepipeline.tagged,low,compliance_and_governance,"Checks if EC2 Image Builder image pipelines have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
imagebuilder,imagerecipe,aws.imagebuilder.imagerecipe.ebs_volumes_encrypted,high,data_protection_and_privacy,"Checks that all Amazon EBS volumes in EC2 Image Builder image recipe block device mappings have encryption enabled. The rule is NON_COMPLIANT if not all EBS volumes have encryption enabled, or if there are no block device mappings defined."
imagebuilder,imagerecipe,aws.imagebuilder.imagerecipe.tagged,low,compliance_and_governance,"Checks if AWS ImageBuilder image recipe resources have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
imagebuilder,infrastructureconfiguration,aws.imagebuilder.infrastructureconfiguration.tagged,low,compliance_and_governance,"Checks if EC2 Image Builder infrastructure configuration resources have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present."
inspector,ec2,aws.inspector.ec2.scan_enabled,high,threat_detection_and_incident_response,Checks if Amazon Inspector V2 EC2 scanning is activated for your single or multi-account environment to detect potential vulnerabilities and network reachability issues on your EC2 instances. The rule is NON_COMPLIANT if EC2 scanning is not activated.
inspector,ecr,aws.inspector.ecr.scan_enabled,high,threat_detection_and_incident_response,Checks if Amazon Inspector V2 ECR scanning is activated for your single or multi-account environment to detect potential software vulnerabilities in your container images. The rule is NON_COMPLIANT if ECR scanning is not activated.
inspector,lambda,aws.inspector.lambda.code_scan_enabled,high,threat_detection_and_incident_response,Checks if Amazon Inspector V2 Lambda code scanning is activated for your single or multi-account environment to detect potential code vulnerabilities. The rule is NON_COMPLIANT if Lambda code scanning is not activated.
inspector,lambda,aws.inspector.lambda.standard_scan_enabled,high,threat_detection_and_incident_response,Checks if Amazon Inspector V2 Lambda standard scanning is activated for your single or multi-account environment to detect potential software vulnerabilities. The rule is NON_COMPLIANT if Lambda standard scanning is not activated.
iot,authorizer,aws.iot.authorizer.token_signing_enabled,high,identity_and_access_management,Checks if an AWS IoT Core authorizer has not disabled the signing requirements for validating the token signature in an authorization request. The rule is NON_COMPLIANT if the authorizer has configuration.SigningDisabled set to True.
iot,job_template,aws.iot.job_template.tagged,low,compliance_and_governance,"Checks if AWS IoT job template resources resources have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
iot,provisioning_template,aws.iot.provisioning_template.description,medium,configuration_and_change_management,Checks if AWS IoT provisioning templates have a description. The rule is NON_COMPLIANT if configuration.Description does not exist or is an empty string.
iot,provisioning_template,aws.iot.provisioning_template.jitp,medium,configuration_and_change_management,Checks if AWS IoT provisioning templates are using just-in-time provisioning (JITP). The rule is NON_COMPLIANT if configuration.TemplateType is not 'JITP'.
iot,provisioning_template,aws.iot.provisioning_template.tagged,low,compliance_and_governance,"Checks if AWS IoT provisioning templates have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
iot,scheduled_audit,aws.iot.scheduled_audit.tagged,low,compliance_and_governance,"Checks if AWS IoT scheduled audits have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
iotdevicedefender,custom_metric,aws.iotdevicedefender.custom_metric.tagged,low,compliance_and_governance,"AWS IoT Device Defender custom metrics have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
iotevents,alarm_model,aws.iotevents.alarm_model.tagged,low,compliance_and_governance,"Checks if AWS IoT Events alarm models have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'."
